unSid,unTimeAction,nX,nY,strAnitile,unScale,strSoundtile,unTime,nData
84707,0,0,0,0,100,,0,0
84711,0,-45,-144,g20_mag,100,,0,0
84712,0,0,0,0,100,,0,0
84800,0,-31,-86,r14_sta,100,,0,0
84802,0,-30,-86,r14_att,100,music/skill/m_atc.ogg,0,0
84803,0,0,0,0,100,,0,0
84804,0,-36,-87,r14_hur,100,music/skill/m_hit.ogg,0,0
84805,0,0,0,0,100,,0,0
84806,0,-116,-112,r14_die,100,music/skill/m_death.ogg,0,0
84807,0,0,0,0,100,,0,0
84811,0,-31,-88,r14_mag,100,,0,0
84812,0,0,0,0,100,,0,0
84900,0,-31,-86,r14_sta,100,,0,0
84902,0,-30,-86,r14_att,100,music/skill/m_atc.ogg,0,0
84903,0,0,0,0,100,,0,0
84904,0,-36,-87,r14_hur,100,music/skill/m_hit.ogg,0,0
84905,0,0,0,0,100,,0,0
84906,0,-116,-112,r14_die,100,music/skill/m_death.ogg,0,0
84907,0,0,0,0,100,,0,0
84911,0,-31,-88,r14_mag,100,,0,0
84912,0,0,0,0,100,,0,0
85000,0,-31,-86,r14_sta,100,,0,0
85002,0,-30,-86,r14_att,100,music/skill/m_atc.ogg,0,0
85003,0,0,0,0,100,,0,0
85004,0,-36,-87,r14_hur,100,music/skill/m_hit.ogg,0,0
85005,0,0,0,0,100,,0,0
85006,0,-116,-112,r14_die,100,music/skill/m_death.ogg,0,0
85007,0,0,0,0,100,,0,0
85011,0,-31,-88,r14_mag,100,,0,0
85012,0,0,0,0,100,,0,0
85100,0,-31,-86,r14_sta,100,,0,0
85102,0,-30,-86,r14_att,100,music/skill/m_atc.ogg,0,0
85103,0,0,0,0,100,,0,0
85104,0,-36,-87,r14_hur,100,music/skill/m_hit.ogg,0,0
85105,0,0,0,0,100,,0,0
85106,0,-116,-112,r14_die,100,music/skill/m_death.ogg,0,0
85107,0,0,0,0,100,,0,0
85111,0,-31,-88,r14_mag,100,,0,0
85112,0,0,0,0,100,,0,0
85200,0,-40,-103,r21_sta,100,,0,0
85202,0,-40,-103,r21_att,100,music/skill/m_atc.ogg,0,0
85203,0,0,0,0,100,,0,0
85204,0,-52,-103,r21_hur,100,music/skill/m_hit.ogg,0,0
85205,0,0,0,0,100,,0,0
85206,0,-122,-131,r21_die,100,music/skill/m_death.ogg,0,0
85207,0,0,0,0,100,,0,0
85211,0,-40,-102,r21_mag,100,,0,0
85212,0,0,0,0,100,,0,0
85300,0,-40,-103,r21_sta,100,,0,0
85302,0,-40,-103,r21_att,100,music/skill/m_atc.ogg,0,0
85303,0,0,0,0,100,,0,0
85304,0,-52,-103,r21_hur,100,music/skill/m_hit.ogg,0,0
85305,0,0,0,0,100,,0,0
85306,0,-122,-131,r21_die,100,music/skill/m_death.ogg,0,0
85307,0,0,0,0,100,,0,0
85311,0,-40,-102,r21_mag,100,,0,0
85312,0,0,0,0,100,,0,0
85400,0,-40,-103,r21_sta,100,,0,0
85402,0,-40,-103,r21_att,100,music/skill/m_atc.ogg,0,0
85403,0,0,0,0,100,,0,0
85404,0,-52,-103,r21_hur,100,music/skill/m_hit.ogg,0,0
85405,0,0,0,0,100,,0,0
85406,0,-122,-131,r21_die,100,music/skill/m_death.ogg,0,0
85407,0,0,0,0,100,,0,0
85411,0,-40,-102,r21_mag,100,,0,0
85412,0,0,0,0,100,,0,0
85500,0,-40,-103,r21_sta,100,,0,0
85502,0,-40,-103,r21_att,100,music/skill/m_atc.ogg,0,0
85503,0,0,0,0,100,,0,0
85504,0,-52,-103,r21_hur,100,music/skill/m_hit.ogg,0,0
85505,0,0,0,0,100,,0,0
85506,0,-122,-131,r21_die,100,music/skill/m_death.ogg,0,0
85507,0,0,0,0,100,,0,0
85511,0,-40,-102,r21_mag,100,,0,0
85512,0,0,0,0,100,,0,0
85600,0,-40,-90,r22_sta,100,,0,0
85602,0,-45,-90,r22_att,100,music/skill/m_atc.ogg,0,0
85603,0,0,0,0,100,,0,0
85604,0,-57,-89,r22_hur,100,music/skill/m_hit.ogg,0,0
85605,0,0,0,0,100,,0,0
85606,0,-129,-90,r22_die,100,music/skill/m_death.ogg,0,0
85607,0,0,0,0,100,,0,0
85611,0,-40,-90,r22_mag,100,,0,0
85612,0,0,0,0,100,,0,0
85700,0,-40,-90,r22_sta,100,,0,0
85702,0,-45,-90,r22_att,100,music/skill/m_atc.ogg,0,0
85703,0,0,0,0,100,,0,0
85704,0,-57,-89,r22_hur,100,music/skill/m_hit.ogg,0,0
85705,0,0,0,0,100,,0,0
85706,0,-129,-90,r22_die,100,music/skill/m_death.ogg,0,0
85707,0,0,0,0,100,,0,0
85711,0,-40,-90,r22_mag,100,,0,0
85712,0,0,0,0,100,,0,0
85800,0,-40,-90,r22_sta,100,,0,0
85802,0,-45,-90,r22_att,100,music/skill/m_atc.ogg,0,0
85803,0,0,0,0,100,,0,0
85804,0,-57,-89,r22_hur,100,music/skill/m_hit.ogg,0,0
85805,0,0,0,0,100,,0,0
85806,0,-129,-90,r22_die,100,music/skill/m_death.ogg,0,0
85807,0,0,0,0,100,,0,0
85811,0,-40,-90,r22_mag,100,,0,0
85812,0,0,0,0,100,,0,0
85900,0,-40,-90,r22_sta,100,,0,0
85902,0,-45,-90,r22_att,100,music/skill/m_atc.ogg,0,0
85903,0,0,0,0,100,,0,0
85904,0,-57,-89,r22_hur,100,music/skill/m_hit.ogg,0,0
85905,0,0,0,0,100,,0,0
85906,0,-129,-90,r22_die,100,music/skill/m_death.ogg,0,0
85907,0,0,0,0,100,,0,0
85911,0,-40,-90,r22_mag,100,,0,0
85912,0,0,0,0,100,,0,0
86000,0,-42,-87,r13_sta,100,,0,0
86002,0,-42,-88,r13_att,100,music/skill/m_atc.ogg,0,0
86003,0,0,0,0,100,,0,0
86004,0,-60,-87,r13_hur,100,music/skill/m_hit.ogg,0,0
86005,0,0,0,0,100,,0,0
86006,0,-98,-90,r13_die,100,music/skill/m_death.ogg,0,0
86007,0,0,0,0,100,,0,0
86011,0,-42,-103,r13_mag,100,,0,0
86012,0,0,0,0,100,,0,0
86100,0,-42,-87,r13_sta,100,,0,0
86102,0,-42,-88,r13_att,100,music/skill/m_atc.ogg,0,0
86103,0,0,0,0,100,,0,0
86104,0,-60,-87,r13_hur,100,music/skill/m_hit.ogg,0,0
86105,0,0,0,0,100,,0,0
86106,0,-98,-90,r13_die,100,music/skill/m_death.ogg,0,0
86107,0,0,0,0,100,,0,0
86111,0,-42,-103,r13_mag,100,,0,0
86112,0,0,0,0,100,,0,0
86200,0,-42,-87,r13_sta,100,,0,0
86202,0,-42,-88,r13_att,100,music/skill/m_atc.ogg,0,0
86203,0,0,0,0,100,,0,0
86204,0,-60,-87,r13_hur,100,music/skill/m_hit.ogg,0,0
86205,0,0,0,0,100,,0,0
86206,0,-98,-90,r13_die,100,music/skill/m_death.ogg,0,0
86207,0,0,0,0,100,,0,0
86211,0,-42,-103,r13_mag,100,,0,0
86212,0,0,0,0,100,,0,0
86300,0,-42,-87,r13_sta,100,,0,0
86302,0,-42,-88,r13_att,100,music/skill/m_atc.ogg,0,0
86303,0,0,0,0,100,,0,0
86304,0,-60,-87,r13_hur,100,music/skill/m_hit.ogg,0,0
86305,0,0,0,0,100,,0,0
86306,0,-98,-90,r13_die,100,music/skill/m_death.ogg,0,0
86307,0,0,0,0,100,,0,0
86311,0,-42,-103,r13_mag,100,,0,0
86312,0,0,0,0,100,,0,0
86400,0,-31,-92,r7_sta,100,,0,0
86402,0,-30,-92,r7_att,100,music/skill/m_atc.ogg,0,0
86403,0,0,0,0,100,,0,0
86404,0,-38,-92,r7_hur,100,music/skill/m_hit.ogg,0,0
86405,0,0,0,0,100,,0,0
86406,0,-112,-97,r7_die,100,music/skill/m_death.ogg,0,0
86407,0,0,0,0,100,,0,0
86411,0,-29,-92,r7_mag,100,,0,0
86412,0,0,0,0,100,,0,0
86500,0,-31,-92,r7_sta,100,,0,0
86502,0,-30,-92,r7_att,100,music/skill/m_atc.ogg,0,0
86503,0,0,0,0,100,,0,0
86504,0,-38,-92,r7_hur,100,music/skill/m_hit.ogg,0,0
86505,0,0,0,0,100,,0,0
86506,0,-112,-97,r7_die,100,music/skill/m_death.ogg,0,0
86507,0,0,0,0,100,,0,0
86511,0,-29,-92,r7_mag,100,,0,0
86512,0,0,0,0,100,,0,0
86600,0,-31,-92,r7_sta,100,,0,0
86602,0,-30,-92,r7_att,100,music/skill/m_atc.ogg,0,0
86603,0,0,0,0,100,,0,0
86604,0,-38,-92,r7_hur,100,music/skill/m_hit.ogg,0,0
86605,0,0,0,0,100,,0,0
86606,0,-112,-97,r7_die,100,music/skill/m_death.ogg,0,0
86607,0,0,0,0,100,,0,0
86611,0,-29,-92,r7_mag,100,,0,0
86612,0,0,0,0,100,,0,0
86700,0,-31,-92,r7_sta,100,,0,0
86702,0,-30,-92,r7_att,100,music/skill/m_atc.ogg,0,0
86703,0,0,0,0,100,,0,0
86704,0,-38,-92,r7_hur,100,music/skill/m_hit.ogg,0,0
86705,0,0,0,0,100,,0,0
86706,0,-112,-97,r7_die,100,music/skill/m_death.ogg,0,0
86707,0,0,0,0,100,,0,0
86711,0,-29,-92,r7_mag,100,,0,0
86712,0,0,0,0,100,,0,0
86800,0,-37,-87,r31_sta,100,,0,0
86802,0,-37,-92,r31_att,100,music/skill/m_atc.ogg,0,0
86803,0,0,0,0,100,,0,0
86804,0,-50,-91,r31_hur,100,music/skill/m_hit.ogg,0,0
86805,0,0,0,0,100,,0,0
86806,0,-136,-93,r31_die,100,music/skill/m_death.ogg,0,0
86807,0,0,0,0,100,,0,0
86811,0,-37,-107,r31_mag,100,,0,0
86812,0,0,0,0,100,,0,0
86900,0,-37,-87,r31_sta,100,,0,0
86902,0,-37,-92,r31_att,100,music/skill/m_atc.ogg,0,0
86903,0,0,0,0,100,,0,0
86904,0,-50,-91,r31_hur,100,music/skill/m_hit.ogg,0,0
86905,0,0,0,0,100,,0,0
86906,0,-136,-93,r31_die,100,music/skill/m_death.ogg,0,0
86907,0,0,0,0,100,,0,0
86911,0,-37,-107,r31_mag,100,,0,0
86912,0,0,0,0,100,,0,0
87000,0,-37,-87,r31_sta,100,,0,0
87002,0,-37,-92,r31_att,100,music/skill/m_atc.ogg,0,0
87003,0,0,0,0,100,,0,0
87004,0,-50,-91,r31_hur,100,music/skill/m_hit.ogg,0,0
87005,0,0,0,0,100,,0,0
87006,0,-136,-93,r31_die,100,music/skill/m_death.ogg,0,0
87007,0,0,0,0,100,,0,0
87011,0,-37,-107,r31_mag,100,,0,0
87012,0,0,0,0,100,,0,0
87100,0,-37,-87,r31_sta,100,,0,0
87102,0,-37,-92,r31_att,100,music/skill/m_atc.ogg,0,0
87103,0,0,0,0,100,,0,0
87104,0,-50,-91,r31_hur,100,music/skill/m_hit.ogg,0,0
87105,0,0,0,0,100,,0,0
87106,0,-136,-93,r31_die,100,music/skill/m_death.ogg,0,0
87107,0,0,0,0,100,,0,0
87111,0,-37,-107,r31_mag,100,,0,0
87112,0,0,0,0,100,,0,0
87200,0,-46,-97,n7_sta,100,,0,0
87202,0,-45,-106,n7_att,100,music/skill/m_atc.ogg,0,0
87203,0,0,0,0,100,,0,0
87204,0,-82,-98,n7_hur,100,music/skill/m_hit.ogg,0,0
87205,0,0,0,0,100,,0,0
87206,0,-122,-98,n7_die,100,music/skill/m_death.ogg,0,0
87207,0,0,0,0,100,,0,0
87211,0,-45,-104,n7_mag,100,,0,0
87212,0,0,0,0,100,,0,0
87300,0,-46,-97,n7_sta,100,,0,0
87302,0,-45,-106,n7_att,100,music/skill/m_atc.ogg,0,0
87303,0,0,0,0,100,,0,0
87304,0,-82,-98,n7_hur,100,music/skill/m_hit.ogg,0,0
87305,0,0,0,0,100,,0,0
87306,0,-122,-98,n7_die,100,music/skill/m_death.ogg,0,0
87307,0,0,0,0,100,,0,0
87311,0,-45,-104,n7_mag,100,,0,0
87312,0,0,0,0,100,,0,0
87400,0,-46,-97,n7_sta,100,,0,0
87402,0,-45,-106,n7_att,100,music/skill/m_atc.ogg,0,0
87403,0,0,0,0,100,,0,0
87404,0,-82,-98,n7_hur,100,music/skill/m_hit.ogg,0,0
87405,0,0,0,0,100,,0,0
87406,0,-122,-98,n7_die,100,music/skill/m_death.ogg,0,0
87407,0,0,0,0,100,,0,0
87411,0,-45,-104,n7_mag,100,,0,0
87412,0,0,0,0,100,,0,0
87500,0,-46,-97,n7_sta,100,,0,0
87502,0,-45,-106,n7_att,100,music/skill/m_atc.ogg,0,0
87503,0,0,0,0,100,,0,0
87504,0,-82,-98,n7_hur,100,music/skill/m_hit.ogg,0,0
87505,0,0,0,0,100,,0,0
87506,0,-122,-98,n7_die,100,music/skill/m_death.ogg,0,0
87507,0,0,0,0,100,,0,0
87511,0,-45,-104,n7_mag,100,,0,0
87512,0,0,0,0,100,,0,0
87600,0,-32,-100,s1_sta,100,,0,0
87602,0,-31,-136,s1_att,100,music/skill/m_atc.ogg,0,0
87603,0,0,0,0,100,,0,0
87604,0,-60,-100,s1_hur,100,music/skill/m_hit.ogg,0,0
87605,0,0,0,0,100,,0,0
87606,0,-147,-124,s1_die,100,music/skill/m_death.ogg,0,0
87607,0,0,0,0,100,,0,0
87611,0,-32,-112,s1_mag,100,,0,0
87612,0,0,0,0,100,,0,0
87700,0,-32,-100,s1_sta,100,,0,0
87702,0,-31,-136,s1_att,100,music/skill/m_atc.ogg,0,0
87703,0,0,0,0,100,,0,0
87704,0,-60,-100,s1_hur,100,music/skill/m_hit.ogg,0,0
87705,0,0,0,0,100,,0,0
87706,0,-147,-124,s1_die,100,music/skill/m_death.ogg,0,0
87707,0,0,0,0,100,,0,0
87711,0,-32,-112,s1_mag,100,,0,0
87712,0,0,0,0,100,,0,0
87800,0,-32,-100,s1_sta,100,,0,0
87802,0,-31,-136,s1_att,100,music/skill/m_atc.ogg,0,0
87803,0,0,0,0,100,,0,0
87804,0,-60,-100,s1_hur,100,music/skill/m_hit.ogg,0,0
87805,0,0,0,0,100,,0,0
87806,0,-147,-124,s1_die,100,music/skill/m_death.ogg,0,0
87807,0,0,0,0,100,,0,0
87811,0,-32,-112,s1_mag,100,,0,0
87812,0,0,0,0,100,,0,0
87900,0,-32,-100,s1_sta,100,,0,0
87902,0,-31,-136,s1_att,100,music/skill/m_atc.ogg,0,0
87903,0,0,0,0,100,,0,0
87904,0,-60,-100,s1_hur,100,music/skill/m_hit.ogg,0,0
87905,0,0,0,0,100,,0,0
87906,0,-147,-124,s1_die,100,music/skill/m_death.ogg,0,0
87907,0,0,0,0,100,,0,0
87911,0,-32,-112,s1_mag,100,,0,0
87912,0,0,0,0,100,,0,0
88000,0,-42,-85,s10_sta,100,,0,0
88002,0,-41,-93,s10_att,100,music/skill/m_atc.ogg,0,0
88003,0,0,0,0,100,,0,0
88004,0,-60,-84,s10_hur,100,music/skill/m_hit.ogg,0,0
88005,0,0,0,0,100,,0,0
88006,0,-133,-86,s10_die,100,music/skill/m_death.ogg,0,0
88007,0,0,0,0,100,,0,0
88011,0,-41,-88,s10_mag,100,,0,0
88012,0,0,0,0,100,,0,0
88100,0,-45,-86,s6_sta,100,,0,0
88102,0,-42,-85,s6_att,100,music/skill/m_atc.ogg,0,0
88103,0,0,0,0,100,,0,0
88104,0,-71,-91,s6_hur,100,music/skill/m_hit.ogg,0,0
88105,0,0,0,0,100,,0,0
88106,0,-116,-120,s6_die,100,music/skill/m_death.ogg,0,0
88107,0,0,0,0,100,,0,0
88111,0,-42,-86,s6_mag,100,,0,0
88112,0,0,0,0,100,,0,0
88200,0,-45,-86,s6_sta,100,,0,0
88202,0,-42,-85,s6_att,100,music/skill/m_atc.ogg,0,0
88203,0,0,0,0,100,,0,0
88204,0,-71,-91,s6_hur,100,music/skill/m_hit.ogg,0,0
88205,0,0,0,0,100,,0,0
88206,0,-116,-120,s6_die,100,music/skill/m_death.ogg,0,0
88207,0,0,0,0,100,,0,0
88211,0,-42,-86,s6_mag,100,,0,0
88212,0,0,0,0,100,,0,0
88300,0,-45,-86,s6_sta,100,,0,0
88302,0,-42,-85,s6_att,100,music/skill/m_atc.ogg,0,0
88303,0,0,0,0,100,,0,0
88304,0,-71,-91,s6_hur,100,music/skill/m_hit.ogg,0,0
88305,0,0,0,0,100,,0,0
88306,0,-116,-120,s6_die,100,music/skill/m_death.ogg,0,0
88307,0,0,0,0,100,,0,0
88311,0,-42,-86,s6_mag,100,,0,0
88312,0,0,0,0,100,,0,0
88400,0,-42,-71,y3_sta,100,,0,0
88402,0,-42,-123,y3_att,100,music/skill/m_atc.ogg,0,0
88403,0,0,0,0,100,,0,0
88404,0,-44,-84,y3_hur,100,music/skill/m_hit.ogg,0,0
88405,0,0,0,0,100,,0,0
88406,0,-125,-105,y3_die,100,music/skill/m_death.ogg,0,0
88407,0,0,0,0,100,,0,0
88411,0,-42,-77,y3_mag,100,,0,0
88412,0,0,0,0,100,,0,0
88500,0,-42,-71,y3_sta,100,,0,0
88502,0,-42,-123,y3_att,100,music/skill/m_atc.ogg,0,0
88503,0,0,0,0,100,,0,0
88504,0,-44,-84,y3_hur,100,music/skill/m_hit.ogg,0,0
88505,0,0,0,0,100,,0,0
88506,0,-125,-105,y3_die,100,music/skill/m_death.ogg,0,0
88507,0,0,0,0,100,,0,0
88511,0,-42,-77,y3_mag,100,,0,0
88512,0,0,0,0,100,,0,0
88600,0,-42,-71,y3_sta,100,,0,0
88602,0,-42,-123,y3_att,100,music/skill/m_atc.ogg,0,0
88603,0,0,0,0,100,,0,0
88604,0,-44,-84,y3_hur,100,music/skill/m_hit.ogg,0,0
88605,0,0,0,0,100,,0,0
88606,0,-125,-105,y3_die,100,music/skill/m_death.ogg,0,0
88607,0,0,0,0,100,,0,0
88611,0,-42,-77,y3_mag,100,,0,0
88612,0,0,0,0,100,,0,0
88700,0,-42,-71,y3_sta,100,,0,0
88702,0,-42,-123,y3_att,100,music/skill/m_atc.ogg,0,0
88703,0,0,0,0,100,,0,0
88704,0,-44,-84,y3_hur,100,music/skill/m_hit.ogg,0,0
88705,0,0,0,0,100,,0,0
88706,0,-125,-105,y3_die,100,music/skill/m_death.ogg,0,0
88707,0,0,0,0,100,,0,0
88711,0,-42,-77,y3_mag,100,,0,0
88712,0,0,0,0,100,,0,0
88800,0,-31,-93,y9_sta,100,,0,0
88802,0,-37,-94,y9_att,100,music/skill/m_atc.ogg,0,0
88803,0,0,0,0,100,,0,0
88804,0,-33,-94,y9_hur,100,music/skill/m_hit.ogg,0,0
88805,0,0,0,0,100,,0,0
88806,0,-144,-106,y9_die,100,music/skill/m_death.ogg,0,0
88807,0,0,0,0,100,,0,0
88811,0,-30,-94,y9_mag,100,,0,0
88812,0,0,0,0,100,,0,0
88900,0,-31,-93,y9_sta,100,,0,0
88902,0,-37,-94,y9_att,100,music/skill/m_atc.ogg,0,0
88903,0,0,0,0,100,,0,0
88904,0,-33,-94,y9_hur,100,music/skill/m_hit.ogg,0,0
88905,0,0,0,0,100,,0,0
88906,0,-144,-106,y9_die,100,music/skill/m_death.ogg,0,0
88907,0,0,0,0,100,,0,0
88911,0,-30,-94,y9_mag,100,,0,0
88912,0,0,0,0,100,,0,0
89000,0,-31,-93,y9_sta,100,,0,0
89002,0,-37,-94,y9_att,100,music/skill/m_atc.ogg,0,0
89003,0,0,0,0,100,,0,0
89004,0,-33,-94,y9_hur,100,music/skill/m_hit.ogg,0,0
89005,0,0,0,0,100,,0,0
89006,0,-144,-106,y9_die,100,music/skill/m_death.ogg,0,0
89007,0,0,0,0,100,,0,0
89011,0,-30,-94,y9_mag,100,,0,0
89012,0,0,0,0,100,,0,0
89100,0,-31,-93,y9_sta,100,,0,0
89102,0,-37,-94,y9_att,100,music/skill/m_atc.ogg,0,0
89103,0,0,0,0,100,,0,0
89104,0,-33,-94,y9_hur,100,music/skill/m_hit.ogg,0,0
89105,0,0,0,0,100,,0,0
89106,0,-144,-106,y9_die,100,music/skill/m_death.ogg,0,0
89107,0,0,0,0,100,,0,0
89111,0,-30,-94,y9_mag,100,,0,0
89112,0,0,0,0,100,,0,0
89200,0,-50,-131,b20_sta,100,,0,0
89202,0,-49,-132,b20_att,100,music/skill/m_atc.ogg,0,0
89203,0,0,0,0,100,,0,0
89204,0,-68,-134,b20_hur,100,music/skill/m_hit.ogg,0,0
89205,0,0,0,0,100,,0,0
89206,0,-132,-132,b20_die,100,music/skill/m_death.ogg,0,0
89207,0,0,0,0,100,,0,0
89211,0,-48,-132,b20_mag,100,,0,0
89212,0,0,0,0,100,,0,0
89300,0,-41,-83,yg10_sta,100,,0,0
89302,0,-40,-91,yg10_att,100,music/skill/m_atc.ogg,0,0
89303,0,0,0,0,100,,0,0
89304,0,-61,-83,yg10_hur,100,music/skill/m_hit.ogg,0,0
89305,0,0,0,0,100,,0,0
89306,0,-128,-119,yg10_die,100,music/skill/m_death.ogg,0,0
89307,0,0,0,0,100,,0,0
89311,0,-40,-92,yg10_mag,100,,0,0
89312,0,0,0,0,100,,0,0
89400,0,-41,-83,yg10_sta,100,,0,0
89402,0,-40,-91,yg10_att,100,music/skill/m_atc.ogg,0,0
89403,0,0,0,0,100,,0,0
89404,0,-61,-83,yg10_hur,100,music/skill/m_hit.ogg,0,0
89405,0,0,0,0,100,,0,0
89406,0,-128,-119,yg10_die,100,music/skill/m_death.ogg,0,0
89407,0,0,0,0,100,,0,0
89411,0,-40,-92,yg10_mag,100,,0,0
89412,0,0,0,0,100,,0,0
89500,0,-41,-83,yg10_sta,100,,0,0
89502,0,-40,-91,yg10_att,100,music/skill/m_atc.ogg,0,0
89503,0,0,0,0,100,,0,0
89504,0,-61,-83,yg10_hur,100,music/skill/m_hit.ogg,0,0
89505,0,0,0,0,100,,0,0
89506,0,-128,-119,yg10_die,100,music/skill/m_death.ogg,0,0
89507,0,0,0,0,100,,0,0
89511,0,-40,-92,yg10_mag,100,,0,0
89512,0,0,0,0,100,,0,0
89600,0,-41,-83,yg10_sta,100,,0,0
89602,0,-40,-91,yg10_att,100,music/skill/m_atc.ogg,0,0
89603,0,0,0,0,100,,0,0
89604,0,-61,-83,yg10_hur,100,music/skill/m_hit.ogg,0,0
89605,0,0,0,0,100,,0,0
89606,0,-128,-119,yg10_die,100,music/skill/m_death.ogg,0,0
89607,0,0,0,0,100,,0,0
89611,0,-40,-92,yg10_mag,100,,0,0
89612,0,0,0,0,100,,0,0
89700,0,-31,-92,r1_sta,100,,0,0
89702,0,-31,-91,r1_att,100,music/skill/m_atc.ogg,0,0
89703,0,0,0,0,100,,0,0
89704,0,-77,-95,r1_hur,100,music/skill/m_hit.ogg,0,0
89705,0,0,0,0,100,,0,0
89706,0,-116,-144,r1_die,100,music/skill/m_death.ogg,0,0
89707,0,0,0,0,100,,0,0
89711,0,-31,-91,r1_mag,100,,0,0
89712,0,0,0,0,100,,0,0
89800,0,-31,-92,r1_sta,100,,0,0
89802,0,-31,-91,r1_att,100,music/skill/m_atc.ogg,0,0
89803,0,0,0,0,100,,0,0
89804,0,-77,-95,r1_hur,100,music/skill/m_hit.ogg,0,0
89805,0,0,0,0,100,,0,0
89806,0,-116,-144,r1_die,100,music/skill/m_death.ogg,0,0
89807,0,0,0,0,100,,0,0
89811,0,-31,-91,r1_mag,100,,0,0
89812,0,0,0,0,100,,0,0
89900,0,-31,-92,r1_sta,100,,0,0
89902,0,-31,-91,r1_att,100,music/skill/m_atc.ogg,0,0
89903,0,0,0,0,100,,0,0
89904,0,-77,-95,r1_hur,100,music/skill/m_hit.ogg,0,0
89905,0,0,0,0,100,,0,0
89906,0,-116,-144,r1_die,100,music/skill/m_death.ogg,0,0
89907,0,0,0,0,100,,0,0
89911,0,-31,-91,r1_mag,100,,0,0
89912,0,0,0,0,100,,0,0
90000,0,-31,-92,r1_sta,100,,0,0
90002,0,-31,-91,r1_att,100,music/skill/m_atc.ogg,0,0
90003,0,0,0,0,100,,0,0
90004,0,-77,-95,r1_hur,100,music/skill/m_hit.ogg,0,0
90005,0,0,0,0,100,,0,0
90006,0,-116,-144,r1_die,100,music/skill/m_death.ogg,0,0
90007,0,0,0,0,100,,0,0
90011,0,-31,-91,r1_mag,100,,0,0
90012,0,0,0,0,100,,0,0
90100,0,-37,-96,r5_sta,100,,0,0
90102,0,-37,-96,r5_att,100,music/skill/m_atc.ogg,0,0
90103,0,0,0,0,100,,0,0
90104,0,-79,-96,r5_hur,100,music/skill/m_hit.ogg,0,0
90105,0,0,0,0,100,,0,0
90106,0,-119,-107,r5_die,100,music/skill/m_death.ogg,0,0
90107,0,0,0,0,100,,0,0
90111,0,-37,-96,r5_mag,100,,0,0
90112,0,0,0,0,100,,0,0
90200,0,-37,-96,r5_sta,100,,0,0
90202,0,-37,-96,r5_att,100,music/skill/m_atc.ogg,0,0
90203,0,0,0,0,100,,0,0
90204,0,-79,-96,r5_hur,100,music/skill/m_hit.ogg,0,0
90205,0,0,0,0,100,,0,0
90206,0,-119,-107,r5_die,100,music/skill/m_death.ogg,0,0
90207,0,0,0,0,100,,0,0
90211,0,-37,-96,r5_mag,100,,0,0
90212,0,0,0,0,100,,0,0
90300,0,-37,-96,r5_sta,100,,0,0
90302,0,-37,-96,r5_att,100,music/skill/m_atc.ogg,0,0
90303,0,0,0,0,100,,0,0
90304,0,-79,-96,r5_hur,100,music/skill/m_hit.ogg,0,0
90305,0,0,0,0,100,,0,0
90306,0,-119,-107,r5_die,100,music/skill/m_death.ogg,0,0
90307,0,0,0,0,100,,0,0
90311,0,-37,-96,r5_mag,100,,0,0
90312,0,0,0,0,100,,0,0
90400,0,-37,-96,r5_sta,100,,0,0
90402,0,-37,-96,r5_att,100,music/skill/m_atc.ogg,0,0
90403,0,0,0,0,100,,0,0
90404,0,-79,-96,r5_hur,100,music/skill/m_hit.ogg,0,0
90405,0,0,0,0,100,,0,0
90406,0,-119,-107,r5_die,100,music/skill/m_death.ogg,0,0
90407,0,0,0,0,100,,0,0
90411,0,-37,-96,r5_mag,100,,0,0
90412,0,0,0,0,100,,0,0
90500,0,-54,-90,r9_sta,100,,0,0
90502,0,-58,-132,r9_att,100,music/skill/m_atc.ogg,0,0
90503,0,0,0,0,100,,0,0
90504,0,-89,-90,r9_hur,100,music/skill/m_hit.ogg,0,0
90505,0,0,0,0,100,,0,0
90506,0,-110,-108,r9_die,100,music/skill/m_death.ogg,0,0
90507,0,0,0,0,100,,0,0
90511,0,-54,-91,r9_mag,100,,0,0
90512,0,0,0,0,100,,0,0
90600,0,-54,-90,r9_sta,100,,0,0
90602,0,-58,-132,r9_att,100,music/skill/m_atc.ogg,0,0
90603,0,0,0,0,100,,0,0
90604,0,-89,-90,r9_hur,100,music/skill/m_hit.ogg,0,0
90605,0,0,0,0,100,,0,0
90606,0,-110,-108,r9_die,100,music/skill/m_death.ogg,0,0
90607,0,0,0,0,100,,0,0
90611,0,-54,-91,r9_mag,100,,0,0
90612,0,0,0,0,100,,0,0
90700,0,-54,-90,r9_sta,100,,0,0
90702,0,-58,-132,r9_att,100,music/skill/m_atc.ogg,0,0
90703,0,0,0,0,100,,0,0
90704,0,-89,-90,r9_hur,100,music/skill/m_hit.ogg,0,0
90705,0,0,0,0,100,,0,0
90706,0,-110,-108,r9_die,100,music/skill/m_death.ogg,0,0
90707,0,0,0,0,100,,0,0
90711,0,-54,-91,r9_mag,100,,0,0
90712,0,0,0,0,100,,0,0
90800,0,-54,-90,r9_sta,100,,0,0
90802,0,-58,-132,r9_att,100,music/skill/m_atc.ogg,0,0
90803,0,0,0,0,100,,0,0
90804,0,-89,-90,r9_hur,100,music/skill/m_hit.ogg,0,0
90805,0,0,0,0,100,,0,0
90806,0,-110,-108,r9_die,100,music/skill/m_death.ogg,0,0
90807,0,0,0,0,100,,0,0
